ID_Estudiante,Facultad,Programa,Año_Ingreso,Estado,Promedio,Asistencia,Indicadores_Adicionales
1942,Artes,Diseño,2018,Retirado,4.91,51.99,
317,Humanidades,Historia,2018-2020,Retirado,1.79,59.72,Beca: No; Sin participación registrada
46,Humanidades,,2016,Egresado,8.73,65.83,Beca: No; Sin participación registrada
1720,Ciencias Sociales,Sociología,2011,Egresado,5.51,,Beca: Sí; Sin participación registrada
1832,,Trabajo Social,2017,,6.54,65.61,Beca: No; Sin participación registrada
345,Economía,Economía,2022,Retirado,3.6,58.82,Beca: Sí; Participa en actividades extracurriculares
582,Ciencias Sociales,Sociología,2014,Egresado,4.2,88.62,Beca: No; Sin participación registrada
77,,Historia,2018,Retirado,4.51,81.78,Beca: No; Participa en actividades extracurriculares
1135,Ingeniería,Ingeniería Civil,2018,Egresado ,2.68,88.79,Beca: No; Sin participación registrada
1415,Ciencias Sociales,Psicología,2016,Retirado,2.13,57.69,Beca: Sí; Sin participación registrada
781,Ciencias Sociales,Trabajo Social,2019,Retirado,9.58,89.18,Beca: No; Participa en actividades extracurriculares
1920,Artes,Música,2019,Retirado,,98.96,Beca: No; Participa en actividades extracurriculares
1174,Artes,Artes Plásticas,2015,Activo,7.91,95.25,Beca: No; Sin participación registrada
1320,Humanidades,Historia,2011,Retirado,4.93,86.58,Beca: No; Sin participación registrada
938,Salud,,2019,Activo,2.96,90.31,Beca: No; Sin participación registrada
31,Humanidades,Historia,2015,Egresado ,1.95,81.78,Beca: No; Sin participación registrada
1092,Artes,Artes Plásticas,2017,Egresado,,95.93,Beca: Sí; Sin participación registrada
1616,Artes,Diseño,2019,Activo,5.53,76.86,
1230,,Economía,2015,Retirado,7.3,,Beca: No; Sin participación registrada
975,Salud,Enfermería,2020,Egresado,3.2,90.62,Beca: No; Participa en actividades extracurriculares
1085,Salud,Enfermería,2022,Retirado,2.73,58.59,Beca: No; Sin participación registrada
515,Humanidades,Historia,2022,Retirado,5.26,-2.141033156010555,Beca: No; Sin participación registrada
1551,Ciencias Sociales,Sociología,2011,Egresado,2.24,57.49,Beca: Sí; Sin participación registrada
1568,Humanidades,Historia,2013,Egresado,2.32,73.25,Beca: No; Participa en actividades extracurriculares
1811,Artes,Diseño,2012,Retirado,5.27,85.44,Beca: No; Sin participación registrada
1574,Humanidades,Literatura,2018,Activo,6.15,72.84,Beca: No; Sin participación registrada
45,Economía,Administración de Empresas,2022,Activo,1.33,79.51,Beca: No; Sin participación registrada
1687,Humanidades,Filosofía,2021,Activo,3.49,74.55,Beca: No; Participa en actividades extracurriculares
169,Humanidades,Filosofía,2017,Retirado,8.82,98.71,Beca: No; Sin participación registrada
304,Ciencias Sociales,Sociología,2016,Egresado,1.66,52.72,Beca: No; Participa en actividades extracurriculares
991,Ingeniería,Ingeniería Ambiental,2011,Activo,2.26,69.84,Beca: Sí; Sin participación registrada
556,Ciencias Sociales,Sociología,2010,Egresado,6.14,76.04,Beca: No; Participa en actividades extracurriculares
1925,Ciencias Sociales,Sociología,2011,Retirado,3.73,-8.76612920576917,Beca: No; Sin participación registrada
608,Ciencias Sociales,Psicología,2019,Egresado,4.4,82.42,Beca: No; Sin participación registrada
1619,Artes,Diseño,2022,Retirado,1.85,86.33,Beca: No; Sin participación registrada
758,Ingeniería,Ingeniería Civil,2010,Activo,9.41,70.78,Beca: No; Sin participación registrada
439,Economía,Contaduría,2020,Activo,5.93,83.89,Beca: No; Sin participación registrada
583,Artes,Diseño,2013,Retirado,7.69,75.66,Beca: Sí; Participa en actividades extracurriculares
1519,Economía,Administración de Empresas,2014,Activo,,58.8,Beca: Sí; Sin participación registrada
528,Ingeniería,Ingeniería Civil,2018,Retirado,5.62,57.57,Beca: No; Sin participación registrada
343,Salud,Medicina,2015,,4.81,98.17,Beca: No; Sin participación registrada
1737,Artes,Música,2016,actvo,1.2,51.22,Beca: Sí; Participa en actividades extracurriculares
368,Ingeniería,Ingeniería de Software,2017,Activo,8.03,92.92,Beca: Sí; Sin participación registrada
186,Humanidades,Literatura,2020-2020,Retirado,2.18,55.65,Beca: No; Participa en actividades extracurriculares
1117,Economía,Administración de Empresas,2017,Egresado,4.35,50.62,Beca: Sí; Participa en actividades extracurriculares
1755,Artes,Diseño,2012,Egresado,9.88,50.73,Beca: No; Participa en actividades extracurriculares
1426,,Ingeniería de Software,2011,,9.03,61.87,Beca: Sí; Sin participación registrada
301,Economía,Contaduría,2012,Retirado,3.15,84.58,Beca: No; Sin participación registrada
1904,Artes,,2020,Retirado,4.48,59.05,Beca: No; Participa en actividades extracurriculares
833,Salud,Enfermería,2018,Egresado,7.36,58.85,Beca: Sí; Participa en actividades extracurriculares
544,Salud,Medicina,2019,Egresado,4.99,101.3330338648928,Beca: No; Sin participación registrada
1601,Salud,Medicina,2016,Retirado,9.98,74.16,Beca: Sí; Participa en actividades extracurriculares
351,Humanidades,Historia,2015,Retirado,6.38,52.28,Beca: Sí; Sin participación registrada
1933,Ingeniería,Ingeniería Civil,2020,,3.01,60.68,Beca: Sí; Sin participación registrada
1511,Economía,Contaduría,2010,Egresado,8.44,75.85,Beca: No; Sin participación registrada
979,Artes,,2021,,2.01,96.51,Beca: No; Participa en actividades extracurriculares
176,Artes,Música,2018,Activo,9.1,61.11,Beca: Sí; Sin participación registrada
483,Economía,Economía,2022,Activo,6.49,57.62,Beca: No; Sin participación registrada
1413,Humanidades,Historia,2015,Retirado,5.67,98.72,Beca: No; Sin participación registrada
1611,Salud,Enfermería,2015,Egresado,2.84,89.78,Beca: No; Participa en actividades extracurriculares
124,Economía,Contaduría,2020,Egresado,7.44,53.7,Beca: No; Sin participación registrada
600,Artes,Diseño,2022,Retirado,4.53,74.74,Beca: No; Sin participación registrada
1795,Salud,Medicina,2011,Retirado,5.22,90.23,Beca: No; Sin participación registrada
1746,Ingeniería,Ingeniería de Software,2015,Retirado,3.1,91.48,Beca: Sí; Sin participación registrada
1379,,Artes Plásticas,2017,Activo,7.97,68.24,Beca: No; Participa en actividades extracurriculares
1186,Humanidades,Literatura,2020,Retirado,,54.63,Beca: No; Participa en actividades extracurriculares
486,Ciencias Sociales,Sociología,2012,Activo,8.87,67.45,Beca: No; Sin participación registrada
332,Ingeniería,Ingeniería de Software,,Egresado,6.96,63.08,Beca: No; Sin participación registrada
789,Ciencias Sociales,Trabajo Social,2013,Retirado,8.47,86.27,Beca: Sí; Sin participación registrada
195,Ingeniería,Ingeniería Civil,2022,Egresado,2.32,89.22,Beca: Sí; Sin participación registrada
638,Ciencias Sociales,Sociología,2011,Egresado,4.61,79.3,Beca: No; Participa en actividades extracurriculares
472,Humanidades,Historia,2011,Activo,6.44,76.52,Beca: No; Sin participación registrada
1714,Ciencias Sociales,Sociología,2019,Activo,9.89,99.82,Beca: No; Participa en actividades extracurriculares
323,Ingeniería,Ingeniería de Software,2012,Retirdo,8.01,96.05,Beca: Sí; Participa en actividades extracurriculares
1197,Economía,Economía,2013,Retirado,9.25,55.26,Beca: No; Sin participación registrada
267,Economía,Economía,2018,Egresado,7.25,76.35,Beca: No; Sin participación registrada
1544,Ingeniería,Ingeniería Ambiental,2018,Activo,3.68,89.95,Beca: No; Sin participación registrada
1804,Salud,Enfermería,2010,Activo,8.16,,
68,Salud,Nutrición,2017,Retirado,3.89,57.54,Beca: Sí; Participa en actividades extracurriculares
1738,Ciencias Sociales,Sociología,2021,Activo,2.29,68.03,Beca: No; Sin participación registrada
1593,,Sociología,2019,Egresado,4.86,54.67,Beca: Sí; Sin participación registrada
1564,Artes,Diseño,2010,Activo,7.99,75.61,Beca: No; Sin participación registrada
481,Economía,Contaduría,2022,Egresado,7.32,70.36,Beca: No; Participa en actividades extracurriculares
1757,,Filosofía,2019,,3.11,59.08,Beca: No; Participa en actividades extracurriculares
1913,,Música,2018,Egresado,4.66,96.65,Beca: Sí; Sin participación registrada
1441,Ciencias Sociales,Psicología,2020,Activo,8.09,62.43,Beca: No; Participa en actividades extracurriculares
1461,Salud,Medicina,2020,Egresado,2.57,62.02,Beca: No; Sin participación registrada
888,Ingeniería,Ingeniería Civil,2020,Retirado,7.09,56.09,Beca: No; Sin participación registrada
423,Ciencias Sociales,Psicología,2016-2020,Activo,9.29,57.64,Beca: No; Participa en actividades extracurriculares
1675,Humanidades,Historia,2014,Egresado,N/A,50.54,Beca: No; Participa en actividades extracurriculares
1450,Economía,Administración de Empresas,2013,Retirado,6.08,85.07,Beca: No; Sin participación registrada
765,Salud,,2021,Activo,6.22,62.44,Beca: No; Participa en actividades extracurriculares
515,Ciencias Sociales,Psicología,2022,,6.05,85.66,Beca: Sí; Sin participación registrada
1432,Humanidades,Historia,2015,Activo,3.74,67.55,Beca: No; Participa en actividades extracurriculares
614,Economía,Administración de Empresas,2018,Activo,7.87,75.09,Beca: No; Sin participación registrada
1531,Humanidades,Historia,2015,Activo,4.48,81.58,Beca: No; Participa en actividades extracurriculares
1783,Humanidades,Historia,2010-2020,Activo,2.91,67.11,Beca: No; Sin participación registrada
1659,Salud,,2019,Egresado,8.29,71.86,Beca: No; Participa en actividades extracurriculares
454,Salud,,2017,Activo,11.446764680394999,65.24,Beca: No; Sin participación registrada
731,Ingeniería,Ingeniería Civil,2014,Activo,8.01,68.45,Beca: Sí; Sin participación registrada
535,,Nutrición,2022,Activo,1.66,95.22,Beca: No; Sin participación registrada
966,Salud,Enfermería,2022,Retirado,9.26,-5.912030037795798,Beca: No; Participa en actividades extracurriculares
1285,Artes,,2014,Activo,1.26,55.93,Beca: No; Sin participación registrada
1740,Economía,Contaduría,2022,Retirado,4.19,92.14,Beca: No; Sin participación registrada
262,Humanidades,Filosofía,2016,Activo,9.13,82.31,
536,Humanidades,Literatura,2010-2020,Activo,4.88,92.49,Beca: No; Participa en actividades extracurriculares
969,Ingeniería,Ingeniería Civil,2011,Activo,5.12,61.79,Beca: No; Sin participación registrada
241,Artes,Música,2019,Retirado,5.78,90.97,Beca: No; Sin participación registrada
820,Artes,Diseño,2018,Retirdo,6.63,52.59,Beca: Sí; Participa en actividades extracurriculares
693,Ciencias Sociales,Psicología,2022,Egresado ,7.81,-5.394624654183294,Beca: No; Sin participación registrada
421,Artes,Diseño,2019,Retirado,4.98,-2.1711993409337067,Beca: Sí; Sin participación registrada
1086,Ciencias Sociales,Psicología,2013,Retirado,7.63,79.28,Beca: Sí; Participa en actividades extracurriculares
1999,Ciencias Sociales,Sociología,2017,Egresado,6.21,50.5,Beca: No; Participa en actividades extracurriculares
366,Humanidades,Filosofía,2012,Egresado,1.78,58.66,Beca: Sí; Sin participación registrada
1023,Ingeniería,Ingeniería de Software,2018,Retirado,,70.34,Beca: Sí; Participa en actividades extracurriculares
1241,Economía,Contaduría,2012,Retirado,6.9,60.18,Beca: No; Sin participación registrada
589,Humanidades,Filosofía,2010,Egresado,6.81,59.4,
737,Artes,Diseño,2017,,6.6,52.55,Beca: No; Participa en actividades extracurriculares
1762,Artes,Diseño,2020,,6.19,90.05,Beca: No; Sin participación registrada
942,Salud,Nutrición,2012,Egresado,8.58,85.37,Beca: Sí; Sin participación registrada
72,Salud,Enfermería,2012,Retirado,2.49,70.54,Beca: No; Participa en actividades extracurriculares
1408,Salud,Enfermería,2013,Activo,7.36,101.79132085129513,Beca: No; Sin participación registrada
260,Ciencias Sociales,Trabajo Social,2013,Activo,9.59,80.85,Beca: No; Sin participación registrada
52,Salud,Enfermería,2016,Retirdo,4.32,63.11,Beca: No; Sin participación registrada
199,Ciencias Sociales,Sociología,2015,Activo,6.56,78.07,
1789,Ciencias Sociales,Trabajo Social,2017,Retirado,6.32,80.17,
651,Artes,Artes Plásticas,2015,Retirado,3.27,51.38,Beca: No; Sin participación registrada
333,Economía,Economía,2018-2020,Egresado,2.48,65.62,Beca: No; Sin participación registrada
1360,Ciencias Sociales,Psicología,2022,Retirado,8.11,71.22,Beca: No; Participa en actividades extracurriculares
594,Artes,Diseño,,Egresado,N/A,99.01,Beca: Sí; Sin participación registrada
1392,Ingeniería,Ingeniería Civil,2021,Egresado,4.53,61.59,Beca: No; Sin participación registrada
768,Salud,Nutrición,2014,Retirado,7.15,59.35,Beca: No; Participa en actividades extracurriculares
1826,Salud,Medicina,2014,Activo,,63.54,Beca: No; Sin participación registrada
1112,Salud,Medicina,2012,Egresado,1.08,63.31,Beca: No; Sin participación registrada
1007,Ciencias Sociales,Sociología,2019,Retirado,9.07,,Beca: No; Participa en actividades extracurriculares
1327,Ciencias Sociales,Psicología,2011,Activo,3.97,84.12,Beca: Sí; Participa en actividades extracurriculares
427,Artes,Música,2018,Egresado,7.61,96.22,Beca: No; Participa en actividades extracurriculares
1559,Humanidades,Literatura,,Activo,6.04,86.45,Beca: Sí; Sin participación registrada
1294,Ciencias Sociales,Sociología,2022-2020,Activo,,65.53,Beca: Sí; Participa en actividades extracurriculares
591,Ingeniería,Ingeniería Ambiental,2021,Retirado,9.17,89.05,Beca: No; Sin participación registrada
1958,Ingeniería,Ingeniería de Software,2016,Egresado,7.72,55.56,Beca: Sí; Sin participación registrada
1977,Humanidades,Filosofía,2010,Activo,2.03,54.28,Beca: Sí; Sin participación registrada
1133,Salud,Enfermería,2022,Egresado,2.19,62.41,Beca: No; Sin participación registrada
986,Artes,Música,2011,Egresado,9.61,95.91,Beca: No; Participa en actividades extracurriculares
399,Ciencias Sociales,Sociología,2013,Retirado,8.63,59.8,Beca: Sí; Participa en actividades extracurriculares
1512,Humanidades,Literatura,2014,Egresado,N/A,97.92,Beca: No; Sin participación registrada
437,Ciencias Sociales,Trabajo Social,2019,Egresado,11.77854303785342,97.14,Beca: No; Sin participación registrada
193,Humanidades,Filosofía,2012,Retirado,5.61,77.39,Beca: No; Sin participación registrada
1436,Ingeniería,Ingeniería de Software,2013,Retirado,9.43,74.59,Beca: No; Participa en actividades extracurriculares
615,Ciencias Sociales,Trabajo Social,2015,Egresado,8.1,63.47,Beca: No; Sin participación registrada
1494,Ciencias Sociales,Trabajo Social,2020,Activo,8.36,81.76,Beca: No; Sin participación registrada
577,Humanidades,Literatura,2010,Retirado,6.63,91.17,Beca: No; Sin participación registrada
987,Ingeniería,Ingeniería de Software,2012,Egresado,9.58,69.22,Beca: Sí; Sin participación registrada
1433,Ciencias Sociales,Sociología,2012,Egresado,7.83,88.53,Beca: No; Sin participación registrada
707,Ciencias Sociales,Trabajo Social,2012,Activo,9.04,90.0,Beca: No; Sin participación registrada
1259,Salud,Medicina,2014,Retirado,5.43,59.34,Beca: Sí; Sin participación registrada
142,Salud,Enfermería,2020,Egresado,7.93,-9.392206876545096,Beca: No; Sin participación registrada
1358,Humanidades,Literatura,2016,Egresado,5.52,69.96,Beca: No; Sin participación registrada
3,Humanidades,Literatura,2011,actvo,9.87,93.32,Beca: No; Sin participación registrada
1668,Humanidades,Literatura,2015,Egresado,3.75,77.24,Beca: Sí; Sin participación registrada
1870,Ciencias Sociales,Trabajo Social,2014,Retirado,5.75,70.37,Beca: Sí; Sin participación registrada
1623,Artes,Diseño,2011,Egresado,9.17,73.01,Beca: No; Participa en actividades extracurriculares
340,Ciencias Sociales,Psicología,,Activo,3.79,99.56,Beca: No; Sin participación registrada
1770,,Enfermería,2021,Retirado,5.18,57.04,Beca: No; Participa en actividades extracurriculares
1537,Economía,,2012,Activo,7.96,94.14,Beca: No; Sin participación registrada
484,Humanidades,Historia,2012,Retirado,1.8,88.6,
266,Ciencias Sociales,Sociología,2019,Activo,N/A,,Beca: No; Sin participación registrada
377,Artes,Diseño,2011,,7.72,68.47,Beca: No; Sin participación registrada
742,Salud,Enfermería,2013,Egresado,6.97,96.31,Beca: Sí; Sin participación registrada
1014,Artes,Artes Plásticas,2015,,5.39,67.34,Beca: No; Participa en actividades extracurriculares
440,Salud,Medicina,,Retirado,2.24,64.55,Beca: Sí; Participa en actividades extracurriculares
272,Humanidades,Literatura,,Egresado ,8.89,91.47,Beca: No; Sin participación registrada
185,Economía,Administración de Empresas,2016,Egresado,6.84,55.65,Beca: No; Participa en actividades extracurriculares
940,Artes,Diseño,2018,Activo,11.045385861987592,,Beca: No; Participa en actividades extracurriculares
245,Salud,Enfermería,2022,Egresado,7.32,55.21,Beca: No; Sin participación registrada
932,Salud,Enfermería,2015,Egresado,3.91,78.79,Beca: No; Sin participación registrada
